,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
323,0.6,892,20,1.2,522,34,1572,1255,648,10.9,58.6,0.7628,54
324,0.8,954,32,1.7,561,43,1496,1255,612,10.8,57.2,0.7382,57
325,1.2,1045,84,4.8,751,79,1186,1403,800,10.4,59.2,0.7455,75
326,3.1,1383,245,13.8,1109,174,832,1706,1173,11.0,57.3,0.7501,97
327,4.4,1597,553,23.7,1395,235,652,2080,1519,11.2,56.9,0.7565,110
328,3.4,1318,450,14.2,1124,218,762,1770,1287,12.1,54.9,0.7734,113
329,1.7,1138,118,8.0,898,136,950,1505,966,15.1,44.3,0.7535,88
330,1.5,1098,118,6.7,842,117,1012,1440,828,15.6,40.6,0.7146,85
331,1.7,1118,144,8.7,927,119,959,1477,825,16.9,34.6,0.6597,96
332,2.2,1170,159,10.8,1009,126,879,1566,872,16.6,35.6,0.6697,106
333,-200.0,1112,122,6.7,842,100,1015,1494,680,11.3,63.9,0.8554,91
334,2.7,1390,230,11.4,1028,197,829,1730,1002,9.6,81.1,0.972,126
335,2.8,1353,320,13.4,1096,195,774,1783,1159,11.7,69.1,0.9497,130
336,2.7,1260,263,12.0,1050,156,828,1722,979,10.7,68.5,0.8794,111
337,4.5,1501,556,20.2,1302,247,681,2008,1311,10.7,67.3,0.8643,134
338,3.5,1273,458,14.4,1130,190,795,1744,1071,10.8,65.7,0.8486,136
339,2.6,1179,214,9.4,955,169,928,1571,899,10.3,66.3,0.8336,125
340,1.7,1047,97,5.9,809,118,1064,1435,766,10.1,66.9,0.8248,108
341,1.3,973,79,4.5,739,81,1186,1354,589,10.4,61.1,0.7717,87
342,1.3,997,81,4.5,737,80,1168,1341,631,10.3,59.9,0.7516,89
343,1.0,970,52,2.5,621,42,1400,1249,479,11.0,58.4,0.7686,58
344,0.7,902,38,1.8,568,38,1450,1253,479,9.1,68.1,0.789,54
345,0.7,921,35,1.4,538,-200,1564,1224,417,9.5,68.2,0.8091,-200
346,0.5,858,29,0.9,490,18,1707,1212,378,9.3,72.3,0.8496,28
347,0.5,878,21,0.6,457,12,1935,1158,344,9.9,66.8,0.8152,20
348,0.6,893,46,1.4,540,43,1604,1268,413,7.6,83.2,0.8695,51
349,1.1,1038,55,3.8,697,84,1260,1383,605,8.1,79.0,0.8544,82
350,2.7,1320,271,11.6,1035,184,902,1721,991,8.7,74.6,0.8429,112
351,3.5,1353,434,17.8,1235,202,740,1937,1175,8.6,75.1,0.8415,119
352,2.3,1133,300,8.8,933,133,969,1552,923,9.7,69.7,0.8389,99
353,1.6,1066,116,6.8,849,130,1039,1468,829,11.0,64.4,0.8447,98
354,1.3,1027,95,5.9,809,106,1081,1442,733,13.6,53.0,0.8209,88
355,2.0,1106,211,8.9,935,132,958,1570,819,14.2,48.4,0.778,96
356,1.9,1038,168,8.2,907,106,976,1492,723,14.2,46.3,0.7438,81
357,1.9,1084,154,8.6,924,125,986,1501,786,16.0,41.3,0.7462,92
358,2.2,1105,267,10.1,982,138,939,1545,850,17.7,35.4,0.7094,105
359,2.0,1102,143,9.4,957,120,968,1527,820,17.1,37.4,0.7225,88
360,2.9,1240,374,14.6,1137,158,836,1748,991,14.9,40.5,0.6835,103
361,5.2,1443,797,24.6,1418,253,666,2060,1454,13.4,47.8,0.7293,141
362,4.6,1389,698,21.6,1341,231,692,1982,1488,12.6,52.5,0.7642,133
363,2.5,1183,234,10.3,989,150,904,1539,1205,12.2,53.2,0.7555,119
364,1.5,1014,104,5.7,798,99,1083,1376,909,10.6,56.1,0.714,106
365,1.2,979,67,4.5,736,75,1154,1324,769,9.9,59.5,0.7276,92
366,1.7,1048,88,5.5,787,93,1098,1373,835,9.6,61.1,0.7323,97
367,1.4,1024,79,4.8,753,79,1131,1357,793,9.7,61.6,0.7425,91
368,1.2,974,61,3.6,690,67,1208,1313,733,9.4,62.6,0.7398,83
369,0.6,862,43,1.7,561,-200,1449,1219,502,8.2,68.5,0.7455,-200
370,0.7,925,40,2.2,602,45,1398,1263,562,8.0,69.4,0.7459,59
371,0.8,952,52,3.0,654,72,1210,1312,832,7.7,72.4,0.7655,73
372,0.9,1005,64,4.0,713,103,1130,1363,924,8.0,71.8,0.7711,78
373,1.6,1122,88,6.7,842,132,1015,1438,974,8.5,66.3,0.7375,90
374,3.4,1351,375,16.7,1201,239,783,1828,1307,9.8,59.6,0.7214,110
375,3.8,1408,592,19.3,1278,275,682,1928,1481,11.2,57.0,0.7544,114
376,3.1,1304,357,14.8,1142,232,772,1747,1405,14.8,44.1,0.7407,119
377,2.7,1207,296,13.4,1098,180,826,1664,1195,16.8,35.3,0.6729,121
378,2.0,1099,181,11.0,1014,112,948,1503,868,19.2,27.1,0.5976,97
379,2.3,1106,211,12.5,1068,116,915,1535,874,19.1,26.2,0.5741,99
380,1.9,1009,199,8.4,916,103,1015,1391,738,16.3,30.8,0.5683,85
381,1.3,962,81,5.3,776,89,1152,1279,550,14.2,36.8,0.5922,75
382,1.9,1093,143,8.8,933,112,976,1454,777,13.4,41.0,0.6292,87
383,2.3,1180,247,11.2,1023,127,886,1588,966,14.2,43.3,0.6982,102
384,2.4,1168,239,11.6,1037,125,868,1580,990,12.1,45.6,0.6403,105
385,2.7,1168,267,12.4,1063,120,876,1540,944,10.4,48.0,0.6046,98
386,2.6,1140,261,10.6,1000,120,916,1490,962,10.0,51.1,0.628,93
387,1.5,1001,97,6.0,811,99,1097,1308,778,9.8,50.8,0.6172,91
388,1.2,953,66,4.6,743,79,1185,1252,690,9.7,50.4,0.6063,85
389,1.1,972,60,4.1,715,66,1237,1258,644,9.9,50.2,0.6103,74
390,1.5,1021,77,5.2,776,94,1144,1307,753,9.4,53.4,0.63,87
391,1.0,940,57,3.2,664,70,1290,1232,646,8.6,57.8,0.6488,79
392,1.2,1046,65,4.5,736,75,1142,1312,838,8.1,62.1,0.6746,78
393,1.1,1026,59,3.8,699,-200,1191,1292,851,7.9,63.5,0.6777,-200
394,-200.0,983,48,3.8,698,57,1209,1296,801,7.4,64.8,0.6683,63
395,0.8,915,27,1.9,578,32,1417,1212,665,8.2,58.9,0.6444,48
396,0.9,935,25,2.4,615,54,1373,1250,717,6.3,66.6,0.641,59
397,1.1,976,42,3.3,669,68,1270,1266,795,7.2,62.9,0.6396,65
398,1.5,1124,78,6.7,842,98,1050,1418,936,7.2,63.9,0.65,71
399,1.8,1163,128,8.5,919,128,922,1530,1076,11.1,50.5,0.6654,84
400,2.1,1167,184,9.7,966,129,942,1520,1016,15.5,36.1,0.6313,93
401,2.1,1121,156,9.4,955,130,992,1451,834,17.8,29.2,0.592,99
402,1.9,1071,176,9.0,940,111,994,1449,756,17.6,30.1,0.6013,93
403,2.1,1065,232,10.0,979,106,950,1467,766,19.1,26.8,0.5861,96
404,2.5,1157,305,12.6,1072,137,888,1596,905,17.7,28.6,0.5735,114
405,1.9,1046,150,7.6,883,113,1051,1357,765,17.8,28.4,0.5737,101
406,2.2,1147,188,11.8,1042,122,934,1538,830,18.7,26.0,0.5555,108
407,2.3,1119,221,11.2,1022,137,916,1508,853,17.1,31.3,0.6038,117
408,2.7,1210,219,12.4,1062,165,886,1586,981,15.8,36.1,0.644,125
409,3.0,1306,306,12.9,1079,196,827,1621,1286,14.7,40.1,0.6657,133
410,2.8,1258,270,12.2,1057,174,841,1633,1244,13.6,44.9,0.6991,119
411,2.2,1148,231,8.8,930,140,948,1475,1056,12.5,48.1,0.6946,107
412,1.6,1108,125,6.8,848,102,1023,1421,1003,11.8,50.8,0.7042,96
413,2.1,1231,122,8.6,924,130,906,1483,1245,10.9,56.1,0.7326,105
414,2.3,1293,161,8.9,937,121,930,1464,1200,10.9,55.9,0.7277,102
415,2.3,1274,101,8.3,912,111,939,1451,1188,10.3,58.1,0.7278,97
416,1.7,1135,95,6.3,827,87,1013,1395,1070,9.3,62.2,0.7294,79
417,2.2,1151,129,8.3,911,-200,935,1501,1075,8.2,66.7,0.7276,-200
418,1.3,1010,96,5.1,769,77,1110,1396,895,8.3,64.9,0.7124,69
419,0.8,870,54,2.6,626,39,1325,1284,755,9.6,58.5,0.7,52
420,1.1,983,63,3.6,688,77,1251,1342,806,7.7,66.4,0.699,62
421,1.4,995,72,3.6,691,91,1219,1321,836,7.4,68.0,0.7043,69
422,1.3,1024,91,4.7,747,105,1136,1382,897,9.7,58.6,0.7035,75
423,1.9,1163,127,7.5,880,133,959,1486,1073,12.5,50.1,0.7242,83
424,2.3,1218,193,9.0,938,128,918,1501,1088,16.8,36.9,0.7018,94
425,2.3,1210,188,9.5,958,126,933,1514,1036,19.2,31.3,0.6887,96
426,1.8,1114,151,7.7,887,92,1020,1438,768,21.3,26.4,0.6607,86
427,1.4,995,103,5.7,796,66,1159,1287,587,21.2,23.1,0.5768,72
428,1.0,927,55,3.8,700,50,1285,1189,452,18.6,25.0,0.5319,53
429,1.4,1002,104,4.8,754,70,1189,1260,470,18.0,27.3,0.5594,65
430,1.3,987,116,4.3,727,73,1213,1244,502,18.2,28.3,0.5848,70
431,1.3,993,93,4.1,714,77,1217,1238,516,17.0,31.4,0.6048,75
432,1.4,1012,93,4.7,746,86,1174,1301,555,15.6,35.0,0.617,86
433,1.9,1114,155,6.2,823,93,1068,1357,671,14.1,40.2,0.6438,94
434,1.8,1093,115,5.5,789,105,1102,1329,788,13.4,43.2,0.6623,103
435,1.1,968,75,3.3,669,67,1261,1246,538,12.3,46.8,0.6686,81
436,1.1,960,65,3.2,666,63,1266,1224,544,11.9,46.5,0.6449,80
437,1.1,942,57,2.9,648,63,1300,1204,500,11.5,46.6,0.6319,77
438,0.9,888,40,2.2,598,46,1396,1156,417,10.6,48.0,0.6135,58
439,0.6,818,27,1.3,524,21,1588,1071,341,10.7,45.8,0.5895,31
440,0.5,840,23,1.1,509,22,1643,1076,352,10.4,46.6,0.5901,38
441,0.7,894,28,1.3,524,-200,1557,1095,397,10.1,47.8,0.5913,-200
442,0.6,864,21,1.2,516,39,1496,1153,502,11.3,46.9,0.628,59
443,0.7,898,33,1.7,559,55,1441,1180,648,10.1,51.2,0.6341,70
444,0.9,946,40,2.9,643,76,1309,1232,760,9.9,50.7,0.6167,75
445,2.9,1309,279,14.3,1125,181,844,1687,1183,8.1,56.8,0.615,103
446,4.1,1326,743,19.7,1289,259,714,1806,1431,10.9,44.1,0.5748,134
447,1.5,966,147,5.5,786,118,1111,1258,705,11.8,37.6,0.5184,98
448,1.5,975,97,5.6,793,119,1133,1254,637,13.9,33.2,0.5222,97
449,1.5,988,118,5.8,803,123,1105,1293,658,15.6,30.1,0.5285,98
450,1.4,971,91,5.5,786,92,1129,1272,546,16.5,29.0,0.5406,78
451,1.6,1010,146,6.5,833,91,1070,1332,561,17.5,27.9,0.5517,83
452,1.5,984,139,5.5,790,103,1131,1268,532,17.9,26.8,0.5446,92
453,1.4,962,155,5.2,776,102,1131,1247,535,18.2,26.1,0.5387,81
454,1.5,1012,128,5.8,801,94,1098,1289,525,18.0,27.1,0.5522,90
455,1.9,1058,166,7.9,896,98,996,1358,603,17.0,28.9,0.5558,95
456,2.5,1173,299,10.2,985,126,905,1477,802,16.1,31.3,0.568,114
457,2.1,1127,163,8.2,907,108,957,1404,796,14.5,35.4,0.5839,106
458,1.6,1020,154,5.7,797,95,1066,1302,689,13.2,37.9,0.5733,99
459,1.2,949,80,3.8,700,78,1221,1178,553,13.1,34.4,0.517,90
460,1.1,930,58,4.0,710,61,1278,1137,509,13.5,28.5,0.4405,82
461,1.0,900,55,2.8,643,55,1339,1089,455,12.4,31.9,0.4583,74
462,1.0,899,33,2.6,630,57,1418,1050,425,13.1,26.8,0.4023,76
463,0.7,866,33,1.8,569,41,1468,1055,436,11.6,33.6,0.4595,66
464,0.7,900,32,1.7,563,46,1402,1130,618,10.5,42.9,0.5442,73
465,0.8,949,25,1.4,540,-200,1457,1104,747,11.7,38.7,0.5298,-200
466,-200.0,897,29,1.3,529,41,1462,1101,693,12.2,37.2,0.5277,69
467,0.7,956,26,2.3,605,52,1341,1117,691,12.9,33.9,0.5037,71
468,1.1,1054,86,5.3,779,111,1080,1266,1013,11.3,40.3,0.5376,98
469,2.6,1343,294,13.4,1096,191,839,1587,1311,11.9,38.4,0.5341,115
470,4.0,1584,664,23.8,1399,244,642,1947,1675,13.3,35.6,0.5416,130
471,4.2,1556,695,21.5,1337,283,674,1852,1689,16.3,28.8,0.5305,150
472,4.7,1565,735,21.0,1324,320,695,1872,1688,17.9,28.2,0.5741,159
473,3.9,1429,649,18.4,1251,249,734,1754,1548,18.3,26.6,0.5529,146
474,3.7,1419,586,18.9,1267,219,742,1763,1490,20.8,22.5,0.5463,138
475,3.4,1373,546,17.1,1213,200,791,1711,1354,22.4,20.0,0.5352,128
476,2.2,1185,245,10.4,992,138,942,1448,1014,20.9,21.7,0.5295,97
477,1.9,1122,178,8.0,897,118,991,1372,831,19.1,26.5,0.579,91
478,1.6,1085,130,6.2,820,99,1060,1325,699,18.1,30.6,0.6295,81
479,2.1,1249,151,9.7,968,112,874,1527,926,17.3,34.7,0.6788,99
480,2.2,1236,272,9.6,962,117,853,1532,928,15.8,40.4,0.7228,101
481,2.7,1334,301,11.9,1047,129,815,1638,1038,15.9,42.0,0.7541,106
482,2.4,1264,237,8.7,928,132,884,1534,1035,15.9,43.5,0.779,102
483,1.3,1073,95,4.7,746,73,1072,1360,789,15.0,46.1,0.7833,84
484,1.2,1053,68,3.8,701,68,1147,1323,692,15.1,44.6,0.7574,81
485,1.5,1098,101,4.7,747,80,1094,1360,764,14.9,43.5,0.7302,91
486,1.3,1029,81,3.8,702,68,1180,1287,639,14.8,41.0,0.685,82
487,1.0,973,50,2.7,631,44,1287,1240,541,14.8,40.8,0.6814,64
488,0.9,972,66,2.8,639,47,1222,1256,678,14.8,40.8,0.6834,70
489,0.5,832,22,1.0,496,-200,1613,1066,381,14.2,36.1,0.5823,-200
490,0.5,851,18,0.8,477,15,1699,1064,343,14.5,36.1,0.5928,26
491,0.6,909,31,1.5,545,44,1473,1131,436,14.6,36.0,0.5947,58
492,1.0,1038,57,3.5,684,85,1220,1279,688,14.4,38.5,0.6291,93
493,3.1,1636,342,15.6,1168,207,721,1926,1438,13.8,58.2,0.9129,110
494,4.1,1580,644,19.9,1295,230,639,1957,1489,13.2,61.1,0.9256,115
495,2.2,1262,216,8.6,924,181,872,1576,1093,10.4,74.4,0.9384,125
496,1.7,1197,117,6.5,837,144,957,1498,965,11.5,71.0,0.9582,118
497,1.9,1277,156,7.7,886,140,902,1579,1004,12.2,70.0,0.9924,109
498,2.9,1430,332,11.3,1025,204,779,1772,1166,12.3,73.3,1.0442,123
499,2.2,1242,232,9.1,944,149,846,1638,991,11.3,78.1,1.0411,114
500,2.6,1349,295,11.2,1023,171,804,1748,1054,13.6,69.2,1.0746,114
501,3.1,1390,386,13.5,1100,195,755,1799,1192,14.9,59.3,0.9974,119
502,2.3,1224,278,10.1,980,152,850,1637,1055,15.7,50.9,0.8997,111
503,2.4,1253,263,11.3,1026,128,810,1681,1048,15.2,52.9,0.9087,103
504,2.8,1312,322,11.8,1041,121,821,1712,1073,15.5,50.8,0.8881,103
505,2.7,1254,226,11.5,1033,142,819,1669,1068,14.3,52.9,0.8581,107
506,2.3,1198,221,9.3,953,131,882,1588,1019,13.2,56.0,0.8446,105
507,1.5,1060,109,5.5,787,81,1044,1418,833,12.6,57.0,0.8315,91
508,1.4,1050,105,5.1,769,60,1078,1409,759,12.3,57.8,0.8224,79
509,1.2,1029,84,4.8,754,57,1098,1395,749,12.0,58.4,0.8164,79
510,1.6,1143,106,6.3,825,96,986,1477,978,12.0,61.6,0.8593,86
511,1.2,1044,100,5.1,770,85,1031,1425,944,11.5,63.9,0.8652,70
512,1.1,1034,71,4.1,716,50,1085,1405,891,10.7,67.2,0.863,55
513,0.9,956,72,4.0,713,-200,1099,1422,849,9.0,73.1,0.8394,-200
514,0.7,909,44,2.4,615,57,1237,1322,790,10.2,66.6,0.8299,49
515,0.9,996,45,2.9,648,64,1176,1340,852,11.0,63.7,0.8325,50
516,1.7,1154,134,7.4,876,153,1002,1561,987,9.6,68.8,0.8243,67
517,4.2,1510,505,19.8,1291,342,675,1949,1435,9.5,69.6,0.8273,94
518,6.2,1722,1042,31.9,1595,378,539,2439,1798,11.9,60.9,0.8455,119
519,4.6,1512,737,21.0,1323,304,631,2001,1677,16.2,48.6,0.8892,139
520,2.8,1258,375,11.7,1040,192,800,1701,1282,19.2,39.6,0.8693,113
521,1.6,1094,124,6.8,850,130,970,1489,871,19.7,38.4,0.8743,88
522,1.7,1129,137,7.4,875,106,974,1524,759,20.6,36.7,0.8797,73
523,1.7,1125,179,8.6,924,102,937,1542,790,21.8,33.9,0.8771,73
524,1.7,-200,222,-200.0,-200,99,-200,-200,-200,-200.0,-200.0,-200.0,72
525,1.9,-200,197,-200.0,-200,108,-200,-200,-200,-200.0,-200.0,-200.0,81
526,2.3,-200,319,-200.0,-200,131,-200,-200,-200,-200.0,-200.0,-200.0,93
527,3.3,1308,388,16.4,1193,163,793,1193,1187,23.6,27.5,0.7913,106
528,4.2,1529,589,21.2,1331,211,700,2028,1399,22.8,32.1,0.8814,132
529,5.5,1592,840,25.0,1429,267,624,2089,1644,20.8,36.7,0.8878,164
530,4.9,1536,655,20.2,1302,269,666,1922,1599,18.3,40.9,0.8493,161
531,2.5,1192,254,10.8,1007,154,827,1604,1223,16.8,44.0,0.8341,124
532,2.0,1186,188,9.9,976,127,844,1570,1200,15.8,48.0,0.8569,113
533,2.0,1203,120,8.5,920,122,898,1529,1118,14.9,52.0,0.8757,103
534,2.0,1139,157,8.0,899,126,921,1514,1067,14.1,54.4,0.8701,104
535,1.3,1072,88,5.6,795,84,986,1442,1048,13.3,58.8,0.8922,93
536,1.0,954,68,3.2,667,58,1180,1350,718,13.3,60.9,0.9229,60
537,0.9,951,57,3.3,673,-200,1137,1381,797,11.8,64.3,0.8869,-200
538,-200.0,926,36,2.8,638,37,1195,1342,749,11.2,65.9,0.8775,52
539,0.7,968,51,2.6,628,56,1197,1372,737,11.3,72.9,0.9738,66
540,1.1,1067,93,4.3,727,91,1055,1448,903,11.4,71.8,0.9671,82
541,2.6,1386,284,13.0,1083,159,798,1833,1159,11.9,73.7,1.0254,109
542,3.9,1474,486,20.3,1306,190,634,2060,1365,12.6,70.2,1.0221,114
543,5.0,1569,798,20.7,1316,249,634,2054,1510,13.6,65.3,1.0136,139
544,3.3,1375,524,15.9,1177,196,706,1898,1386,16.9,52.3,1.0013,127
545,2.9,1328,468,14.2,1123,180,738,1821,1368,19.4,44.1,0.9855,127
546,3.1,1341,454,15.9,1176,167,748,1825,1347,22.9,33.8,0.9322,135
547,3.0,1297,461,16.1,1183,159,765,1773,1242,23.6,31.3,0.9001,130
548,2.7,1303,391,14.7,1139,152,790,1761,1138,24.7,30.5,0.9371,126
549,2.7,1281,337,14.0,1116,149,809,1703,1080,26.1,27.3,0.9101,121
550,2.6,1248,297,13.6,1103,143,872,1632,1002,27.6,22.8,0.8288,122
551,3.7,1382,588,19.7,1288,185,778,1799,1212,26.9,22.3,0.7792,138
552,4.5,1491,721,23.3,1385,223,685,1915,1486,24.3,30.1,0.9012,165
553,4.7,1620,710,24.1,1407,215,641,2052,1567,21.2,40.1,0.9978,154
554,5.5,1693,787,25.4,1439,271,618,2083,1723,19.4,42.5,0.9483,168
555,3.0,1374,415,14.1,1121,180,771,1685,1399,18.5,43.0,0.9074,146
556,1.9,1287,245,10.1,982,115,841,1582,1291,17.8,47.0,0.9467,124
557,2.3,1408,294,12.1,1052,149,761,1684,1443,16.8,53.2,1.01,124
558,1.6,1254,139,9.0,941,98,828,1566,1270,17.1,51.8,0.999,106
559,1.3,1141,98,6.3,827,73,936,1488,1110,16.2,54.2,0.9933,88
560,1.2,1141,88,5.3,777,69,986,1455,1060,15.1,58.2,0.9886,83
561,0.9,1042,66,3.8,697,-200,1056,1410,965,15.1,57.6,0.9796,-200
562,0.8,986,57,3.0,651,60,1145,1380,891,14.5,58.0,0.9488,74
563,0.8,1005,57,3.3,673,56,1103,1387,905,13.7,61.6,0.9631,64
564,0.9,1041,60,3.5,683,73,1112,1398,899,13.9,59.6,0.9408,69
565,2.0,1272,200,9.5,959,159,846,1660,1136,13.3,61.7,0.9399,91
566,3.0,1436,451,15.2,1154,203,704,1872,1391,15.1,55.8,0.9486,96
567,3.1,1472,422,14.3,1126,211,720,1816,1460,17.0,50.5,0.9684,106
568,-200.0,1418,-200,11.2,1023,-200,785,1720,1410,19.7,43.3,0.9837,-200
569,-200.0,1410,-200,11.4,1030,-200,781,1743,1372,20.7,41.7,1.0092,-200
570,-200.0,1438,-200,13.4,1096,-200,781,1779,1266,23.3,35.8,1.0098,-200
571,-200.0,1278,-200,10.6,1000,-200,866,1621,1014,23.8,30.5,0.8897,-200
572,-200.0,1257,-200,10.8,1006,-200,915,1573,870,24.8,27.0,0.8325,-200
573,-200.0,1331,-200,11.9,1046,-200,882,1635,905,25.0,27.5,0.8575,-200
574,-200.0,1361,-200,13.5,1102,-200,834,1704,991,25.8,26.5,0.8675,-200
575,-200.0,1398,-200,15.2,1156,-200,812,1722,1076,25.1,27.1,0.8496,-200
576,-200.0,1483,-200,17.1,1213,-200,764,1798,1249,23.7,28.6,0.8273,-200
577,-200.0,1697,-200,26.7,1471,-200,625,2153,1548,22.1,36.8,0.9681,-200
578,-200.0,1459,-200,14.2,1124,-200,736,1823,1300,19.9,47.5,1.0912,-200
579,-200.0,1268,-200,8.5,918,-200,873,1602,1029,18.7,50.4,1.0772,-200
580,-200.0,1469,-200,14.3,1128,-200,762,1870,1207,18.1,51.3,1.0587,-200
581,-200.0,1316,-200,9.3,952,-200,847,1644,1047,17.5,53.8,1.0648,-200
582,-200.0,1224,-200,7.8,892,-200,884,1580,923,16.7,56.5,1.0634,-200
583,-200.0,1215,-200,6.7,843,-200,929,1551,862,15.9,59.2,1.0635,-200
584,-200.0,1115,-200,5.4,782,-200,980,1500,752,15.2,62.4,1.0726,-200
585,-200.0,1124,-200,5.6,793,-200,965,1521,791,14.7,65.0,1.0766,-200
586,-200.0,1028,-200,3.5,682,-200,1090,1448,697,14.3,65.3,1.0594,-200
587,-200.0,1010,-200,3.0,650,-200,1171,1434,664,13.7,66.5,1.0393,-200
588,-200.0,1074,-200,4.4,731,-200,1020,1488,891,12.9,69.1,1.0264,-200
589,-200.0,1034,-200,3.5,684,-200,1110,1423,813,13.7,64.8,1.0135,-200
590,-200.0,1130,-200,4.2,720,-200,1063,1461,828,15.3,59.0,1.0181,-200
591,-200.0,1275,-200,8.0,900,-200,868,1634,1057,18.1,49.8,1.0272,-200
592,-200.0,1324,-200,9.0,939,-200,846,1658,1011,21.5,40.7,1.0301,-200
593,-200.0,1268,-200,8.1,902,-200,906,1589,932,23.3,37.1,1.0457,-200
594,-200.0,1272,-200,8.6,924,-200,895,1603,881,25.1,33.8,1.0594,-200
595,-200.0,1160,-200,7.1,860,-200,969,1531,646,25.6,32.1,1.0393,-200
596,-200.0,1136,-200,5.6,792,-200,1057,1476,536,25.8,31.1,1.0143,-200
597,-200.0,1296,-200,10.0,977,-200,863,1642,746,26.1,30.8,1.0253,-200
598,-200.0,1345,-200,10.5,996,-200,841,1678,833,24.4,36.0,1.085,-200
599,-200.0,1296,-200,10.1,983,-200,845,1626,802,23.0,36.2,1.0053,-200
600,-200.0,1258,-200,10.0,977,-200,838,1636,838,22.1,39.3,1.0336,-200
601,-200.0,1420,-200,13.0,1085,-200,755,1756,1051,19.8,44.6,1.0208,-200
602,-200.0,1366,-200,10.5,997,-200,830,1673,1041,18.5,48.9,1.0323,-200
603,-200.0,1113,-200,5.2,772,-200,989,1493,646,16.6,56.1,1.0481,-200
604,-200.0,1196,-200,6.9,853,-200,909,1556,769,15.8,58.8,1.0464,-200
605,-200.0,1188,-200,6.4,829,-200,930,1540,785,15.3,60.8,1.0501,-200
606,-200.0,1102,-200,4.7,750,-200,1007,1470,613,14.7,64.4,1.0717,-200
607,-200.0,969,-200,2.4,611,-200,1239,1330,430,14.8,63.3,1.0584,-200
608,-200.0,983,-200,2.2,600,-200,1233,1375,485,15.0,61.5,1.0418,-200
609,-200.0,876,-200,1.1,505,-200,1456,1294,467,15.5,56.9,0.9961,-200
610,-200.0,884,-200,0.9,489,-200,1536,1278,436,16.0,54.0,0.9742,-200
611,-200.0,1024,-200,3.1,658,-200,1175,1417,682,13.5,63.9,0.9809,-200
612,-200.0,1126,-200,6.2,822,-200,945,1541,927,12.9,65.3,0.9688,-200
613,-200.0,1415,-200,13.2,1089,-200,767,1795,1192,13.4,62.5,0.9582,-200
614,-200.0,1631,-200,25.8,1449,-200,570,2299,1615,14.5,58.8,0.963,-200
615,-200.0,1499,-200,18.2,1247,-200,647,1972,1505,15.3,56.7,0.9773,-200
616,3.1,1461,424,14.3,1127,236,703,1836,1451,15.6,57.4,1.0075,124
617,3.0,1430,339,13.7,1107,228,713,1853,1409,16.6,55.2,1.0382,121
618,3.2,1498,445,15.7,1171,206,684,1942,1434,17.0,54.3,1.0434,114
619,3.1,1454,535,15.4,1162,188,682,1915,1457,18.0,51.5,1.0552,114
620,2.5,1402,278,12.6,1069,158,733,1793,1325,19.5,47.5,1.0653,106
621,2.1,1327,256,9.8,971,124,803,1705,1120,21.6,41.7,1.0606,89
622,2.0,1273,245,9.6,963,98,832,1662,931,22.2,38.3,1.0106,82
623,3.2,1457,458,16.3,1190,160,678,1877,1212,20.3,42.8,1.0053,111
624,4.1,1543,710,19.8,1290,194,631,2011,1353,19.7,45.4,1.0312,132
625,3.9,1499,678,18.0,1239,174,651,1957,1359,18.8,47.5,1.0199,121
626,3.1,1378,436,13.6,1102,157,742,1796,1273,17.9,49.4,1.0064,116
627,2.0,1243,178,8.7,928,109,852,1622,1079,17.5,50.9,1.009,100
628,1.7,1196,160,7.7,885,85,884,1589,973,17.4,51.8,1.023,89
629,1.6,1137,177,7.3,869,90,890,1554,951,17.0,53.9,1.0363,92
630,1.0,1015,101,4.1,718,61,1065,1428,714,16.6,55.4,1.0408,71
631,0.8,978,66,2.7,635,36,1188,1382,579,15.9,57.0,1.0224,51
632,0.5,933,40,1.5,547,25,1357,1336,542,15.0,59.2,1.0059,39
633,0.5,927,54,1.9,579,-200,1267,1370,562,14.5,61.4,1.0041,-200
634,0.5,908,39,1.8,569,24,1303,1360,526,14.1,61.6,0.9883,35
635,0.8,980,62,3.4,677,73,1141,1435,659,14.6,58.8,0.9711,64
636,1.7,1236,120,8.5,920,164,880,1641,1012,14.4,58.9,0.9594,94
637,4.5,1664,599,24.1,1407,329,594,2198,1564,15.3,55.2,0.9538,134
638,6.2,1757,1084,33.7,1636,302,494,2560,1806,16.2,52.5,0.9576,129
639,4.4,1524,776,22.0,1350,256,588,2096,1604,18.4,46.3,0.9734,125
640,2.9,1329,470,14.1,1119,182,707,1823,1288,19.6,41.8,0.9407,107
641,1.6,1167,169,7.6,884,105,881,1580,931,20.2,40.1,0.937,78
642,2.6,1369,304,14.5,1132,136,715,1818,1162,20.9,36.6,0.8939,91
643,2.9,1284,405,13.6,1103,167,755,1704,1064,20.4,34.7,0.8229,116
644,2.5,1221,297,11.5,1032,166,811,1630,913,19.3,35.4,0.7813,131
645,1.9,1096,220,9.2,947,115,872,1519,684,18.6,36.9,0.7829,113
646,1.9,1143,226,10.3,988,109,849,1590,710,18.8,36.8,0.7883,98
647,2.7,1251,456,14.0,1116,143,760,1716,923,17.5,40.6,0.8068,116
648,3.0,1268,470,15.0,1148,159,728,1776,1006,16.8,44.3,0.8428,120
