CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
2.4,1097,-200,7.5,878,356,737,1140,1053,4.9,80.1,0.7011,128
1.9,1143,226,10.3,988,109,849,1590,710,18.8,36.8,0.7883,98
-200.0,1169,-200,13.7,1107,-200,607,1818,1175,27.8,45.4,1.6751,-200
-200.0,1015,-200,2.3,608,113,873,1027,655,10.3,59.4,0.7459,85
0.8,1166,-200,10.1,981,451,697,993,1445,8.0,36.0,0.3872,195
1.1,986,-200,5.4,785,225,842,1173,853,10.0,76.2,0.9332,96
0.8,-200,-200,-200.0,-200,97,-200,-200,-200,-200.0,-200.0,-200.0,71
0.8,759,-200,3.8,699,140,1223,799,501,15.9,18.2,0.3255,78
3.6,1369,-200,25.2,1434,953,489,1539,1883,8.0,49.2,0.5282,237
-200.0,889,-200,2.7,634,181,1009,1018,591,6.3,73.0,0.7024,117
0.8,918,-200,4.2,721,57,1069,1353,785,13.8,51.4,0.8059,58
3.2,1289,-200,21.4,1335,542,724,1681,1521,21.0,35.6,0.8736,130
-200.0,1145,-200,9.8,971,-200,883,1418,759,34.2,22.6,1.197,-200
0.8,807,-200,2.6,623,157,1097,684,384,3.1,31.0,0.2386,94
1.0,1037,-200,8.2,906,75,743,1707,1158,25.1,46.5,1.4615,59
1.1,923,-200,2.7,634,123,984,943,875,3.1,69.2,0.5337,75
1.2,986,-200,6.4,830,73,906,1482,536,36.6,24.6,1.4872,100
2.3,1078,-200,14.1,1121,149,818,1806,963,35.9,20.8,1.2103,119
1.7,1028,-200,6.0,813,-200,794,1019,1076,4.0,69.5,0.5706,-200
4.6,1510,-200,19.5,1282,584,419,1726,1812,19.4,47.5,1.061,169
0.4,851,-200,2.5,618,66,1099,1351,642,21.1,59.9,1.4789,52
2.3,1109,-200,12.7,1074,187,761,1734,1274,30.0,25.6,1.0674,144
2.5,1023,-200,14.9,1147,185,829,1842,983,34.4,20.4,1.0857,115
2.3,1211,-200,12.5,1067,230,609,1608,1270,26.1,47.1,1.5724,101
2.3,1140,-200,9.2,946,377,653,1231,1076,5.4,75.9,0.6875,224
1.3,1003,-200,4.7,747,-200,843,1289,806,14.1,84.8,1.3544,-200
1.3,1285,-200,11.6,1037,370,610,1277,1751,7.9,72.5,0.7766,121
3.6,1267,-200,14.1,1118,473,592,1503,1310,21.5,42.7,1.0837,166
3.0,1209,-200,18.3,1248,188,712,1891,1295,23.5,29.5,0.8435,119
1.6,1013,-200,8.1,905,-200,816,1201,923,11.0,58.8,0.7705,-200
-200.0,1327,-200,15.7,1172,-200,566,1747,1205,26.9,41.8,1.4555,-200
3.3,1472,-200,22.4,1361,884,462,1455,2334,8.5,54.2,0.6054,191
1.7,1142,-200,9.1,945,73,682,1736,793,27.8,52.6,1.9398,83
3.0,1458,150,11.9,1045,170,974,1646,1099,22.2,28.4,0.7516,129
2.5,1180,-200,7.9,894,355,636,1200,1372,17.5,40.7,0.8073,187
1.5,962,-200,6.6,841,252,827,901,821,11.5,22.1,0.2987,158
2.5,1236,-200,10.9,1011,320,631,1706,1305,23.7,68.2,1.9739,91
1.1,893,66,3.9,703,55,1192,1283,515,14.1,44.9,0.7206,57
4.0,1439,-200,18.9,1267,854,522,1586,1852,14.9,57.0,0.9564,179
2.1,1007,-200,11.4,1027,114,798,1737,904,23.1,41.5,1.1582,112
1.2,874,-200,2.5,623,125,1096,847,831,2.8,55.2,0.4177,78
3.5,1210,-200,9.2,947,457,697,1404,1060,13.9,76.7,1.2098,121
-200.0,864,-200,2.5,617,15,1027,1561,622,26.7,61.0,2.101,25
3.5,1239,-200,14.4,1129,121,637,1839,1308,28.9,39.1,1.537,106
1.5,1034,-200,6.8,850,84,831,1643,803,27.3,44.1,1.5751,88
2.1,1242,-200,12.3,1060,141,745,1693,1359,20.2,42.8,0.9983,117
-200.0,989,-200,6.3,827,56,827,1513,1163,25.4,41.0,1.3079,79
3.3,1551,-200,20.2,1303,435,469,1520,2171,13.5,51.5,0.793,99
0.8,923,-200,2.2,596,103,908,1148,762,13.4,70.4,1.0793,72
2.1,1017,-200,9.9,975,109,822,1722,1014,20.9,51.0,1.2446,95
-200.0,812,-200,1.6,549,55,1213,1079,531,13.8,64.0,1.0042,43
-200.0,1009,-200,8.2,907,-200,982,1466,872,19.3,38.8,0.8559,-200
-200.0,815,-200,1.8,569,-200,1361,1344,534,14.4,60.1,0.9797,-200
1.6,1070,-200,6.9,852,97,704,1639,867,28.1,48.0,1.7933,85
2.2,1071,-200,11.9,1047,265,654,1129,816,28.5,13.1,0.5028,168
2.7,1334,301,11.9,1047,129,815,1638,1038,15.9,42.0,0.7541,106
4.1,1413,-200,17.7,1231,460,520,1853,1415,21.6,67.7,1.7228,117
3.7,1355,-200,19.7,1289,221,678,2158,1391,21.0,66.9,1.6436,88
4.6,1651,-200,17.8,1234,527,501,1513,2020,11.2,70.8,0.9386,184
1.3,943,-200,5.3,777,-200,880,1333,632,29.2,28.6,1.1423,-200
1.1,1022,-200,6.2,823,51,964,1599,631,32.5,27.6,1.3229,61
-200.0,1340,-200,21.0,1324,-200,537,1907,1412,19.3,59.6,1.3195,-200
1.1,870,-200,4.7,749,64,1096,1487,612,22.2,44.1,1.1654,74
-200.0,1052,-200,8.2,906,-200,832,1516,803,34.0,33.6,1.7591,-200
0.6,800,-200,2.6,627,-200,1032,1519,787,23.3,63.3,1.7895,-200
3.2,1219,-200,15.5,1163,232,642,1963,1410,28.3,39.8,1.5053,121
4.9,1835,-200,38.1,1731,983,355,2083,2254,10.4,64.4,0.8123,244
1.7,1262,-200,8.3,911,95,948,1545,1062,13.1,64.2,0.9606,99
1.8,926,-200,8.9,935,178,931,1262,786,20.1,30.3,0.7045,62
0.8,839,-200,1.4,536,69,1229,970,600,9.3,65.9,0.7757,60
0.6,953,-200,2.3,604,114,903,1020,838,9.0,64.3,0.7417,84
2.1,1413,-200,16.4,1193,698,484,1598,1566,13.1,70.3,1.0566,144
-200.0,1168,-200,8.3,911,-200,715,1517,969,27.4,41.8,1.5056,-200
6.5,1745,-200,38.9,1748,346,484,2605,2054,18.8,39.7,0.8547,139
-200.0,1028,-200,14.9,1146,-200,638,1766,1080,21.7,49.1,1.2602,-200
0.7,938,-200,2.7,631,99,882,931,679,12.0,44.2,0.6177,77
-200.0,1055,-200,10.1,980,80,742,1610,688,37.7,21.8,1.3977,101
2.7,1172,324,11.8,1042,206,797,1641,1186,12.8,52.0,0.7643,120
-200.0,1019,-200,7.0,858,-200,989,1270,631,33.0,21.3,1.0512,-200
2.2,1296,-200,16.9,1208,231,603,1914,1593,25.9,37.4,1.2289,115
0.6,967,-200,2.9,646,49,1117,1552,579,15.7,80.5,1.4236,47
2.0,1145,-200,8.4,915,247,733,1586,892,21.1,68.6,1.7014,81
1.6,984,-200,6.9,851,112,959,1452,817,16.8,45.6,0.8636,101
0.9,1068,-200,6.1,816,191,681,1264,1011,12.6,71.5,1.038,80
2.2,1036,-200,9.7,965,342,854,1544,987,19.7,57.8,1.3112,91
1.5,1095,-200,5.2,772,233,721,1175,1023,12.2,65.0,0.9193,140
0.4,1152,-200,4.9,759,234,706,1113,1094,10.0,57.3,0.7015,147
1.9,1259,-200,15.9,1178,191,722,2060,1367,21.6,61.8,1.5775,89
1.8,1093,115,5.5,789,105,1102,1329,788,13.4,43.2,0.6623,103
2.0,1255,-200,10.1,983,320,555,1439,1268,12.2,65.6,0.93,141
1.0,1011,-200,3.6,685,178,823,1054,902,7.6,69.2,0.7238,99
1.5,1067,-200,4.9,758,177,775,993,1009,8.2,46.9,0.5099,130
0.9,864,-200,3.0,651,-200,1096,1193,443,34.5,19.3,1.0369,-200
2.0,1202,-200,7.2,864,282,620,1255,1115,13.3,60.5,0.9168,159
3.1,1308,-200,20.5,1310,250,628,1891,1385,39.1,16.9,1.1705,200
4.4,1448,-200,16.2,1187,668,471,1490,1814,16.9,40.3,0.7717,217
0.9,1061,-200,5.4,785,-200,766,1447,935,21.0,64.4,1.5828,-200
-200.0,857,-200,3.0,653,-200,1197,1375,779,10.9,71.0,0.9249,-200
1.3,974,-200,8.8,930,104,872,1536,712,33.9,21.3,1.1067,97
1.9,1065,151,9.3,953,107,962,1514,790,13.7,49.5,0.7695,97
2.7,1144,-200,13.4,1096,531,643,1394,1258,10.2,71.3,0.8859,167
2.5,1050,-200,12.6,1070,435,699,1334,1087,10.6,56.9,0.7281,141
0.3,734,-200,1.4,538,19,1449,1400,514,21.0,53.1,1.3031,30
2.1,1136,-200,6.8,849,344,715,1132,1216,5.4,65.8,0.5935,164
-200.0,802,-200,0.5,440,31,1413,738,312,6.9,39.1,0.3901,30
0.6,782,-200,2.1,591,28,1287,1130,461,15.4,52.7,0.9178,9
1.1,983,63,3.6,688,77,1251,1342,806,7.7,66.4,0.699,62
4.5,1395,-200,22.6,1368,322,605,2032,1675,21.9,35.2,0.9128,163
0.6,835,-200,1.5,546,102,1111,768,391,12.2,35.6,0.5038,81
4.3,1319,544,15.8,1172,232,746,1699,1425,15.8,39.8,0.7096,136
6.0,1419,-200,18.5,1254,670,524,1406,1950,8.0,55.9,0.6018,167
0.5,803,-200,3.4,676,38,975,1303,676,19.5,57.0,1.2739,39
-200.0,935,-200,5.4,782,-200,847,1428,867,24.4,42.5,1.2854,-200
2.7,1076,-200,12.9,1080,-200,846,1787,1070,21.1,48.1,1.1864,-200
-200.0,893,-200,4.6,741,31,1056,1664,743,18.9,79.0,1.704,36
2.7,1229,-200,13.9,1114,352,598,1723,1247,19.7,73.7,1.6708,76
0.9,963,-200,7.7,885,84,1102,1447,695,29.2,19.6,0.7817,90
1.2,893,-200,3.0,653,152,987,845,550,3.4,46.6,0.3668,102
3.4,1277,-200,13.0,1085,567,589,1329,1344,5.4,82.6,0.7495,137
1.7,1170,-200,9.5,959,86,666,1798,838,27.4,55.5,1.9998,88
1.0,873,-200,2.8,641,143,1025,1120,685,12.5,69.1,1.0003,72
-200.0,1106,-200,13.8,1109,129,658,1752,1106,28.5,32.1,1.2296,135
1.5,942,-200,5.5,786,-200,930,1245,705,27.8,24.4,0.9002,-200
2.8,1109,-200,11.2,1021,395,689,1361,1036,11.5,78.1,1.0565,168
2.4,1214,-200,9.9,972,355,663,1359,1280,12.8,73.8,1.0853,98
1.4,888,-200,5.7,799,76,1023,1531,637,21.7,46.5,1.1917,74
2.6,1104,-200,11.2,1023,477,677,1314,1189,9.7,73.1,0.8787,158
-200.0,843,-200,4.7,748,-200,999,1179,505,22.1,35.2,0.9253,-200
2.2,1203,-200,13.2,1090,223,593,1655,1205,21.3,68.5,1.7164,74
-200.0,990,-200,6.8,846,-200,947,1503,715,19.5,43.3,0.9706,-200
0.8,996,-200,2.7,631,100,845,1153,697,13.1,68.6,1.0288,81
2.4,1109,-200,10.3,989,375,664,1096,1133,11.1,32.2,0.4243,141
1.9,1172,-200,6.0,810,237,637,1376,964,14.1,81.4,1.3046,115
1.8,920,-200,8.1,903,306,849,1011,853,18.1,21.3,0.4396,114
1.9,1040,-200,11.0,1015,120,775,1543,1025,35.1,19.2,1.0664,117
1.3,1072,88,5.6,795,84,986,1442,1048,13.3,58.8,0.8922,93
4.2,1556,695,21.5,1337,283,674,1852,1689,16.3,28.8,0.5305,150
2.4,1063,-200,6.7,843,357,762,1125,1089,6.4,76.3,0.7369,114
0.5,833,-200,4.0,708,54,1084,1525,799,20.3,56.0,1.3204,58
0.5,779,-200,1.0,500,134,1361,652,313,-0.6,41.4,0.2478,84
2.3,1242,-200,10.0,978,295,564,1449,1210,17.8,58.1,1.1742,127
1.6,1006,-200,6.6,837,208,775,971,757,10.9,32.6,0.426,146
2.8,1153,-200,8.8,933,443,687,1133,1268,4.7,69.0,0.5936,161
-200.0,1036,-200,2.8,636,122,845,1084,976,8.9,71.9,0.8202,90
-200.0,1128,-200,10.0,978,92,733,1683,1193,28.3,36.8,1.3906,89
-200.0,1113,-200,9.4,954,117,682,1801,899,21.6,78.5,1.994,99
1.3,1058,-200,4.3,727,-200,834,1193,860,12.2,74.5,1.0537,-200
1.0,996,-200,2.5,620,118,928,946,570,10.6,45.8,0.5838,94
1.3,1086,-200,4.9,756,176,700,1308,894,16.4,67.3,1.2451,101
1.4,923,-200,4.9,761,218,909,840,609,12.1,20.7,0.2906,124
1.5,962,-200,5.3,778,-200,911,1162,752,7.3,85.7,0.8818,-200
2.1,1030,-200,12.3,1060,245,705,1588,852,35.5,21.2,1.2022,118
0.7,900,-200,4.7,750,-200,932,1494,817,21.8,46.6,1.1991,-200
-200.0,769,-200,0.3,412,28,1481,727,326,4.4,42.2,0.3571,28
0.4,824,-200,3.1,660,36,1033,1342,618,21.4,45.6,1.1493,46
2.0,1105,-200,11.6,1035,117,826,1643,877,24.2,31.2,0.9257,86
-200.0,959,-200,1.9,578,100,909,1016,822,10.1,61.9,0.7631,81
1.2,947,-200,5.7,798,67,964,1395,930,18.0,40.5,0.8271,81
2.8,1023,-200,14.3,1127,206,760,1635,982,31.9,18.3,0.8523,126
-200.0,970,-200,5.0,763,-200,1043,1462,608,17.9,49.9,1.0135,-200
0.8,956,-200,5.6,794,144,896,1456,1007,24.7,49.2,1.5116,68
1.9,1048,-200,11.0,1013,127,886,1584,940,26.8,25.2,0.8721,96
4.3,1605,-200,15.1,1153,266,769,1840,1637,17.9,46.9,0.952,144
0.6,699,-200,2.4,613,115,1731,682,387,15.0,16.3,0.2749,64
2.9,1125,-200,16.0,1179,171,719,1921,1065,28.7,35.8,1.3834,153
-200.0,1393,-200,30.7,1567,-200,416,2381,1562,23.8,56.5,1.64,-200
3.4,1349,-200,16.4,1193,550,507,1493,1710,10.9,52.4,0.6826,189
1.1,1032,-200,6.3,826,58,781,1627,1075,25.0,49.2,1.5418,60
2.5,1160,-200,10.3,990,403,632,1254,1090,4.9,78.2,0.6826,238
3.3,1138,-200,12.4,1063,169,804,1728,983,14.4,64.2,1.049,122
1.1,1025,-200,5.0,761,158,745,1237,942,13.5,70.8,1.0928,107
4.4,1133,-200,17.2,1215,727,674,1196,1415,10.1,29.7,0.3666,179
0.7,969,-200,2.3,607,56,1373,1324,438,12.3,66.3,0.9487,61
2.7,1183,-200,8.8,930,317,669,1210,1179,7.6,73.0,0.7629,112
-200.0,1178,-200,6.4,832,-200,858,1542,844,28.2,48.6,1.8253,-200
2.4,1085,-200,15.5,1164,368,707,1503,1155,13.5,58.2,0.8944,120
2.4,1429,-200,19.3,1277,498,456,1721,1560,14.1,65.9,1.0531,152
0.9,809,-200,2.0,587,200,1084,744,434,3.1,43.3,0.3354,123
4.2,1423,-200,21.0,1323,803,496,1727,1568,10.3,80.3,1.002,115
1.6,1057,-200,8.4,914,157,796,1665,954,27.6,38.0,1.3818,116
3.1,1224,-200,12.6,1071,431,590,1331,1240,4.6,78.2,0.6686,244
3.0,1269,-200,19.0,1269,173,633,1942,1221,39.3,18.9,1.3251,174
0.4,892,-200,1.9,580,-200,1076,1271,516,23.5,49.1,1.3991,-200
-200.0,796,-200,2.2,601,-200,1171,1314,410,29.3,33.1,1.322,-200
4.9,1493,-200,25.3,1437,581,470,2015,1551,21.2,67.4,1.6755,116
-200.0,1055,-200,5.6,795,-200,800,1476,927,20.4,64.1,1.5178,-200
1.3,906,-200,5.5,790,211,893,837,642,12.3,19.3,0.274,138
1.3,958,-200,3.1,660,172,935,905,654,6.8,48.2,0.4792,130
1.7,1143,-200,10.0,979,109,677,1829,1156,26.6,50.8,1.7419,79
0.9,881,-200,5.0,765,66,1029,1359,489,32.0,19.8,0.9273,86
1.3,1055,101,8.0,899,72,880,1504,980,17.4,46.3,0.9112,83
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
1.6,1020,-200,10.2,984,81,853,1753,1031,23.7,45.1,1.3033,81
1.0,-200,-200,-200.0,-200,48,-200,-200,-200,-200.0,-200.0,-200.0,60
1.0,862,-200,2.8,639,148,1033,1100,727,12.3,67.5,0.9624,81
3.5,1353,434,17.8,1235,202,740,1937,1175,8.6,75.1,0.8415,119
5.1,1555,-200,23.0,1377,897,455,1834,1621,14.6,81.6,1.3448,154
-200.0,859,-200,2.9,646,-200,951,1376,607,23.7,56.2,1.6255,-200
1.2,945,-200,3.9,707,159,963,1005,657,8.8,50.9,0.5781,97
1.3,923,-200,4.4,733,316,962,1124,740,6.8,87.1,0.8652,150
2.6,1251,-200,13.4,1097,306,502,1541,1328,17.1,61.5,1.191,151
2.5,1199,-200,13.1,1087,112,658,1954,1252,27.3,51.0,1.8287,100
1.5,975,97,5.6,793,119,1133,1254,637,13.9,33.2,0.5222,97
1.5,1010,-200,7.6,884,216,719,1430,938,16.8,73.3,1.3915,59
5.8,1399,-200,30.3,1558,-200,473,2052,1652,28.0,29.1,1.0846,-200
1.1,1024,-200,4.2,724,241,814,944,1198,2.0,64.9,0.4661,122
3.7,1461,-200,22.3,1358,394,474,2033,1603,26.8,49.1,1.7101,112
2.2,1197,-200,10.3,989,357,577,1297,1087,21.0,30.6,0.7508,161
3.0,1268,470,15.0,1148,159,728,1776,1006,16.8,44.3,0.8428,120
2.4,1178,-200,7.2,866,390,700,1342,1094,11.8,82.7,1.1381,128
1.6,992,-200,9.2,948,106,773,1609,1271,26.3,33.7,1.1377,95
1.0,1003,-200,2.7,635,117,829,1235,711,13.7,80.6,1.2528,78
3.2,1330,-200,18.9,1264,323,586,1860,1362,31.5,34.9,1.5903,146
1.1,954,-200,2.7,630,134,988,1107,664,11.6,68.9,0.9411,92
2.0,1154,-200,11.3,1026,505,773,1623,1212,32.6,31.8,1.5361,208
0.4,937,-200,2.8,640,194,923,870,1010,2.1,60.3,0.4368,130
3.8,1573,-200,21.7,1343,386,470,1990,1553,27.0,51.2,1.7928,109
0.8,1177,-200,7.5,878,289,641,1224,844,14.0,47.8,0.7582,152
3.1,1260,-200,11.4,1030,492,639,1378,1355,10.5,75.4,0.9566,122
2.4,1331,-200,9.7,966,266,633,1266,1745,12.1,61.8,0.8723,159
1.0,901,-200,6.5,834,102,1177,1408,738,20.1,35.0,0.8149,103
2.4,-200,-200,-200.0,-200,226,-200,-200,-200,-200.0,-200.0,-200.0,128
0.6,860,-200,1.0,497,72,1251,912,442,4.2,75.9,0.6311,66
2.0,1021,-200,10.8,1009,137,771,1545,769,29.8,28.5,1.1809,87
0.6,904,-200,1.7,565,81,942,1144,752,13.1,72.5,1.0911,61
1.7,1056,-200,7.9,894,131,891,1576,771,19.5,45.0,1.0114,93
1.4,1025,-200,5.6,794,199,848,1202,788,13.1,70.5,1.0594,101
1.4,960,-200,5.4,784,219,842,868,643,12.0,21.9,0.3069,149
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
1.8,1127,-200,10.3,989,203,752,1724,1096,22.1,67.3,1.7671,74
0.9,933,-200,3.8,701,57,906,1638,690,25.9,64.5,2.1247,62
-200.0,1052,-200,12.1,1053,-200,949,1641,831,28.9,23.7,0.9285,-200
2.1,1206,114,10.2,986,143,1035,1537,959,15.0,36.5,0.6195,113
1.4,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
1.3,1126,-200,5.2,775,236,760,1205,1019,11.7,69.8,0.9612,101
3.2,1250,-200,14.5,1133,508,629,1274,1463,17.5,30.8,0.6095,168
-200.0,1425,-200,18.5,1255,-200,516,1864,1500,23.5,53.4,1.5241,-200
3.4,1186,-200,14.3,1125,659,617,1493,1171,12.5,73.2,1.0563,184
5.4,1522,-200,26.5,1466,681,380,1822,1883,12.0,51.0,0.7131,180
3.8,1315,-200,14.3,1126,433,498,1537,1474,15.3,61.0,1.054,183
0.7,842,-200,4.2,722,40,1163,1294,490,41.8,11.9,0.9476,54
-200.0,1125,-200,9.3,952,-200,646,1690,995,25.3,52.9,1.6765,-200
1.0,865,-200,1.8,566,111,1119,797,423,4.0,52.9,0.4338,94
5.0,1553,759,22.1,1354,358,621,2030,1895,19.1,42.1,0.9233,142
1.6,-200,-200,-200.0,-200,222,-200,-200,-200,-200.0,-200.0,-200.0,106
2.1,1140,-200,11.6,1035,107,726,1779,1059,27.7,39.3,1.4372,112
0.7,938,-200,5.4,785,243,853,969,704,4.2,50.1,0.4168,157
5.1,1589,-200,24.1,1407,932,556,1757,1972,15.8,57.9,1.0292,203
1.2,975,-200,7.3,871,72,771,1666,942,22.6,58.8,1.5903,71
4.0,1351,-200,19.3,1278,712,1249,1623,1582,13.6,65.6,1.0167,163
0.6,906,-200,4.1,719,-200,1050,1561,612,24.3,48.2,1.4476,-200
8.6,-200,-200,-200.0,-200,1235,-200,-200,-200,-200.0,-200.0,-200.0,227
3.4,1317,-200,18.3,1247,667,558,1360,1571,0.9,59.1,0.3913,182
6.3,1486,-200,19.7,1289,607,466,1633,1438,5.5,79.8,0.7261,283
0.2,879,-200,3.6,687,167,980,914,564,4.5,51.0,0.4327,107
1.1,885,-200,5.2,772,57,1035,1450,524,13.0,64.3,0.9586,56
2.1,1047,-200,13.5,1101,159,913,1391,1103,29.2,9.8,0.3914,114
0.5,780,-200,2.5,621,26,1277,1452,586,20.5,54.3,1.2926,42
2.0,1075,-200,8.4,917,231,737,1354,1037,17.5,60.7,1.2009,87
0.4,959,-200,2.2,598,111,878,1045,904,12.4,58.3,0.8364,76
5.7,1593,743,23.0,1378,309,582,2159,1449,14.6,76.0,1.2573,142
1.1,975,-200,5.7,798,51,939,1576,570,32.8,28.9,1.412,55
2.2,1189,-200,11.3,1025,319,626,1316,1332,14.2,54.1,0.8707,135
0.7,920,-200,3.6,688,67,920,1317,820,20.5,62.1,1.4771,47
1.9,1046,150,7.6,883,113,1051,1357,765,17.8,28.4,0.5737,101
1.5,962,-200,7.0,858,118,941,1613,779,24.8,39.1,1.2039,84
1.6,972,-200,8.3,912,88,882,1596,675,35.5,20.3,1.1586,89
0.6,792,-200,2.5,621,40,1015,1322,714,20.0,59.3,1.3681,56
0.5,843,-200,3.0,655,-200,1046,1377,826,24.8,36.0,1.1109,-200
4.1,1438,-200,18.4,1251,595,470,1593,1622,12.6,63.9,0.9307,156
0.9,948,-200,6.4,828,66,858,1711,994,24.4,55.2,1.6604,60
-200.0,1494,-200,23.1,1379,-200,467,1965,1723,23.0,61.8,1.7135,-200
0.7,-200,-200,-200.0,-200,71,-200,-200,-200,-200.0,-200.0,-200.0,53
0.8,904,56,2.7,635,66,1269,1233,489,10.6,56.1,0.7149,74
2.0,1079,-200,10.3,988,165,633,1694,899,26.2,47.8,1.5979,87
-200.0,993,-200,5.3,777,-200,1022,1482,790,16.9,51.1,0.9743,-200
1.9,1053,155,7.5,880,116,982,1464,786,14.4,43.6,0.7113,91
1.8,1139,-200,13.8,1109,159,1118,1436,1292,28.8,21.1,0.8193,135
-200.0,1559,-200,32.1,1599,-200,498,2374,1704,21.8,61.8,1.5966,-200
6.2,1601,-200,37.9,1727,725,389,2252,1718,16.5,69.3,1.2897,118
2.4,1250,-200,10.3,990,353,579,1262,1291,22.2,28.1,0.7426,169
0.3,885,-200,1.7,565,-200,1217,1329,542,19.8,46.2,1.056,-200
2.8,1364,386,16.8,1205,196,723,1850,1566,26.7,28.7,0.9895,139
3.8,1254,-200,18.1,1241,420,873,1463,1431,28.2,24.8,0.936,163
3.9,1377,-200,20.6,1313,191,612,2120,1220,18.3,62.8,1.3127,109
-200.0,1003,-200,8.0,901,-200,813,1589,661,39.1,21.7,1.5031,-200
2.6,1194,-200,9.3,950,434,667,1433,1043,14.4,82.7,1.3496,100
1.4,1155,36,4.2,722,101,1225,1414,959,11.6,62.7,0.853,84
2.7,1163,-200,7.6,881,-200,748,1001,1296,4.9,53.9,0.4693,-200
0.7,869,-200,1.4,535,108,1162,783,376,9.4,39.9,0.4707,87
1.9,1187,-200,11.0,1014,272,578,1315,1131,24.2,26.5,0.7869,133
6.2,-200,-200,-200.0,-200,687,-200,-200,-200,-200.0,-200.0,-200.0,243
2.3,1022,-200,15.2,1155,172,871,1840,979,34.3,19.4,1.0279,113
2.8,1161,-200,10.5,996,471,639,1067,1396,5.6,40.5,0.3704,281
2.0,1197,-200,12.2,1058,273,634,1626,1237,27.0,47.6,1.67,91
0.6,797,-200,1.5,543,87,1235,1047,648,12.5,65.9,0.9533,60
-200.0,884,-200,1.3,528,96,1148,960,619,2.9,85.3,0.6503,86
-200.0,1626,-200,37.3,1713,395,412,2643,2176,27.0,38.7,1.361,166
-200.0,1321,-200,24.9,1426,-200,720,1859,1395,29.7,12.2,0.5007,-200
-200.0,1267,-200,15.1,1151,-200,593,1671,1528,21.7,57.6,1.4756,-200
2.9,1398,209,16.3,1189,180,646,1931,1577,18.2,58.8,1.2173,112
0.2,858,-200,2.7,633,97,1136,878,788,3.5,55.9,0.4431,73
3.6,1396,-200,16.5,1196,713,524,1492,1653,11.7,62.7,0.8586,175
1.7,1110,-200,7.3,870,255,708,1057,1059,11.6,33.3,0.454,168
2.3,1274,101,8.3,912,111,939,1451,1188,10.3,58.1,0.7278,97
-200.0,1221,-200,14.9,1145,96,648,1753,1050,34.7,23.3,1.2653,110
-200.0,826,-200,3.8,698,-200,1017,1331,542,25.7,36.9,1.1991,-200
4.9,1557,-200,25.1,1432,1022,445,1605,2068,5.5,66.1,0.601,234
5.1,1350,-200,20.3,1305,839,509,1383,1745,4.3,56.8,0.4768,175
0.8,908,-200,3.8,701,-200,971,1381,704,24.7,36.4,1.1158,-200
-200.0,875,-200,3.0,654,-200,897,1463,752,21.0,66.5,1.6344,-200
1.2,1065,-200,7.7,889,94,722,1760,1081,21.9,74.9,1.9396,56
4.1,1428,-200,27.9,1500,358,496,2275,2021,26.9,34.4,1.2036,141
1.6,1043,-200,5.3,776,198,800,1248,826,14.5,63.0,1.0319,98
2.1,1107,-200,8.1,905,263,705,1288,966,12.9,62.4,0.9258,116
2.7,1247,-200,12.3,1059,355,508,1550,1212,18.3,57.9,1.2047,153
0.5,840,23,1.1,509,22,1643,1076,352,10.4,46.6,0.5901,38
5.1,1667,-200,26.4,1464,280,683,2118,1588,20.7,31.1,0.7523,168
-200.0,954,28,2.9,645,60,1260,1334,925,11.6,61.9,0.8442,78
-200.0,827,-200,2.1,595,-200,1208,1214,507,13.9,75.2,1.1884,-200
1.3,1111,-200,5.3,777,228,760,1137,1024,12.5,47.8,0.6877,143
0.8,916,-200,4.7,748,40,878,1559,742,23.7,54.6,1.5823,49
2.7,1316,-200,21.1,1327,794,549,1328,1613,9.7,31.9,0.3848,224
2.1,1117,-200,7.5,876,300,706,1264,1057,12.4,64.7,0.9266,123
1.8,1058,-200,11.3,1026,165,794,1622,931,39.9,15.8,1.141,132
1.0,917,-200,6.7,842,73,934,1656,819,20.3,52.3,1.2367,51
1.4,987,-200,6.1,816,236,816,959,821,11.3,33.5,0.4476,156
2.4,1140,-200,12.7,1072,267,626,1597,1143,21.7,57.7,1.4766,90
0.5,894,-200,5.2,774,65,1239,1339,598,31.7,16.2,0.745,83
1.8,1035,-200,5.4,783,295,794,969,943,10.1,36.7,0.4536,167
-200.0,767,17,0.6,454,10,1826,1091,319,14.1,43.0,0.689,17
3.1,1136,-200,18.4,1250,172,722,1940,1124,32.6,24.1,1.1688,143
-200.0,813,-200,1.8,566,-200,1123,1328,501,24.8,52.2,1.6086,-200
3.1,1472,-200,21.1,1327,323,497,1895,1516,25.2,49.5,1.5665,101
1.3,1095,-200,7.7,886,187,705,1574,1001,21.3,68.2,1.7127,56
1.8,1105,-200,7.6,883,266,747,1180,1179,9.9,62.1,0.7566,102
4.6,1464,-200,25.6,1444,565,475,2049,1625,19.7,68.9,1.5638,85
1.5,1181,-200,8.9,935,158,701,1565,960,24.9,56.0,1.7367,62
